"Ionic radius ","Temperature","Frequency","Re(Z)","Img(Z)"
"1.82E-10","50","2.33E+5","2.15E+4","2.25E+4"
"1.82E-10","50","2.15E+5","2.26E+4","2.26E+4"
"1.82E-10","50","2.00E+5","2.37E+4","2.30E+4"
"1.82E-10","50","1.85E+5","2.49E+4","2.33E+4"
"1.82E-10","50","1.71E+5","2.61E+4","2.37E+4"
"1.82E-10","50","1.58E+5","2.73E+4","2.38E+4"
"1.82E-10","50","1.47E+5","2.84E+4","2.42E+4"
"1.82E-10","50","1.36E+5","2.95E+4","2.45E+4"
"1.82E-10","50","1.26E+5","3.07E+4","2.48E+4"
"1.82E-10","50","1.17E+5","3.17E+4","2.51E+4"
"1.82E-10","50","1.08E+5","3.28E+4","2.54E+4"
"1.82E-10","50","1.00E+5","3.40E+4","2.57E+4"
"1.82E-10","50","9.26E+4","3.51E+4","2.60E+4"
"1.82E-10","50","8.58E+4","3.61E+4","2.65E+4"
"1.82E-10","50","7.94E+4","3.76E+4","2.69E+4"
"1.82E-10","50","7.36E+4","3.86E+4","2.70E+4"
"1.82E-10","50","6.81E+4","3.98E+4","2.77E+4"
"1.82E-10","50","6.31E+4","4.09E+4","2.82E+4"
"1.82E-10","50","5.84E+4","4.15E+4","2.88E+4"
"1.82E-10","50","5.41E+4","4.29E+4","2.92E+4"
"1.82E-10","50","5.01E+4","4.41E+4","3.00E+4"
"1.82E-10","50","4.64E+4","4.54E+4","3.05E+4"
"1.82E-10","50","4.30E+4","4.67E+4","3.11E+4"
"1.82E-10","50","3.98E+4","4.81E+4","3.17E+4"
"1.82E-10","50","3.69E+4","4.96E+4","3.26E+4"
"1.82E-10","50","3.41E+4","5.08E+4","3.31E+4"
"1.82E-10","50","3.16E+4","5.25E+4","3.38E+4"
"1.82E-10","50","2.93E+4","5.41E+4","3.46E+4"
"1.82E-10","50","2.71E+4","5.55E+4","3.54E+4"
"1.82E-10","50","2.51E+4","5.75E+4","3.63E+4"
"1.82E-10","50","2.33E+4","5.91E+4","3.72E+4"
"1.82E-10","50","2.15E+4","6.11E+4","3.81E+4"
"1.82E-10","50","1.99E+4","6.29E+4","3.89E+4"
"1.82E-10","50","1.85E+4","6.48E+4","3.97E+4"
"1.82E-10","50","1.71E+4","6.74E+4","4.04E+4"
"1.82E-10","50","1.58E+4","6.96E+4","4.14E+4"
"1.82E-10","50","1.47E+4","7.20E+4","4.22E+4"
"1.82E-10","50","1.36E+4","7.40E+4","4.27E+4"
"1.82E-10","50","1.26E+4","7.67E+4","4.34E+4"
"1.82E-10","50","1.17E+4","7.95E+4","4.40E+4"
"1.82E-10","50","1.08E+4","8.26E+4","4.41E+4"
"1.82E-10","50","1.00E+4","8.54E+4","4.45E+4"
"1.82E-10","50","9.26E+3","8.80E+4","4.44E+4"
"1.82E-10","50","8.57E+3","9.12E+4","4.45E+4"
"1.82E-10","50","7.94E+3","9.47E+4","4.45E+4"
"1.82E-10","50","7.35E+3","9.73E+4","4.42E+4"
"1.82E-10","50","6.81E+3","1.00E+5","4.39E+4"
"1.82E-10","50","6.31E+3","1.03E+5","4.30E+4"
"1.82E-10","50","5.84E+3","1.04E+5","4.24E+4"
"1.82E-10","50","5.41E+3","1.09E+5","4.13E+4"
"1.82E-10","50","5.01E+3","1.11E+5","4.03E+4"
"1.82E-10","50","4.64E+3","1.14E+5","3.92E+4"
"1.82E-10","50","4.30E+3","1.17E+5","3.80E+4"
"1.82E-10","50","3.98E+3","1.19E+5","3.67E+4"
"1.82E-10","50","3.69E+3","1.21E+5","3.56E+4"
"1.82E-10","50","3.42E+3","1.23E+5","3.41E+4"
"1.82E-10","50","3.16E+3","1.25E+5","3.26E+4"
"1.82E-10","50","2.93E+3","1.27E+5","3.10E+4"
"1.82E-10","50","2.71E+3","1.29E+5","2.98E+4"
"1.82E-10","50","2.51E+3","1.30E+5","2.81E+4"
"1.82E-10","50","2.33E+3","1.32E+5","2.68E+4"
"1.82E-10","50","2.15E+3","1.33E+5","2.53E+4"
"1.82E-10","50","2.00E+3","1.34E+5","2.39E+4"
"1.82E-10","50","1.85E+3","1.35E+5","2.25E+4"
"1.82E-10","50","1.71E+3","1.37E+5","2.11E+4"
"1.82E-10","50","1.58E+3","1.38E+5","1.97E+4"
"1.82E-10","50","1.47E+3","1.38E+5","1.85E+4"
"1.82E-10","50","1.36E+3","1.39E+5","1.74E+4"
"1.82E-10","50","1.26E+3","1.40E+5","1.59E+4"
"1.82E-10","50","1.17E+3","1.40E+5","1.49E+4"
"1.82E-10","50","1.08E+3","1.41E+5","1.37E+4"
"1.82E-10","50","1.00E+3","1.41E+5","1.29E+4"
"1.82E-10","50","9.26E+2","1.42E+5","1.19E+4"
"1.82E-10","50","8.58E+2","1.43E+5","1.07E+4"
"1.82E-10","50","7.94E+2","1.43E+5","9.67E+3"
"1.82E-10","50","7.36E+2","1.44E+5","8.59E+3"
"1.82E-10","50","6.81E+2","1.44E+5","8.06E+3"
"1.82E-10","50","6.31E+2","1.44E+5","7.35E+3"
"1.82E-10","50","5.84E+2","1.44E+5","6.13E+3"
"1.82E-10","50","5.41E+2","1.45E+5","5.52E+3"
"1.82E-10","50","5.01E+2","1.45E+5","4.92E+3"
"1.82E-10","50","4.64E+2","1.45E+5","4.15E+3"
"1.82E-10","50","4.30E+2","1.45E+5","3.77E+3"
"1.82E-10","50","3.98E+2","1.45E+5","3.33E+3"
"1.82E-10","50","3.69E+2","1.45E+5","2.45E+3"
"1.82E-10","50","3.41E+2","1.45E+5","1.99E+3"
"1.82E-10","50","3.16E+2","1.45E+5","1.75E+3"
"1.82E-10","50","2.93E+2","1.45E+5","1.39E+3"
"1.82E-10","50","2.71E+2","1.45E+5","8.82E+2"
"1.82E-10","50","2.51E+2","1.45E+5","5.32E+2"
"1.82E-10","50","2.33E+2","1.45E+5","2.30E+2"
"1.82E-10","50","2.15E+2","1.45E+5","-1.66E+2"
"1.82E-10","50","2.00E+2","1.44E+5","-3.93E+2"
"1.82E-10","50","1.85E+2","1.44E+5","-3.28E+2"
"1.82E-10","50","1.71E+2","1.44E+5","-4.57E+2"
"1.82E-10","50","1.59E+2","1.44E+5","-4.28E+2"
"1.82E-10","50","1.47E+2","1.44E+5","-4.66E+2"
"1.82E-10","50","1.36E+2","1.43E+5","-3.84E+2"
"1.82E-10","50","1.26E+2","1.43E+5","6.94E+0"
"1.82E-10","50","1.17E+2","1.43E+5","-3.39E+2"
"1.82E-10","50","1.08E+2","1.43E+5","2.36E+2"
"1.82E-10","50","1.00E+2","1.43E+5","5.93E+2"
"1.82E-10","50","9.26E+1","1.43E+5","7.37E+2"
"1.82E-10","50","8.58E+1","1.43E+5","1.14E+3"
"1.82E-10","50","7.94E+1","1.42E+5","1.37E+3"
"1.82E-10","50","7.36E+1","1.43E+5","1.83E+3"
"1.82E-10","50","6.81E+1","1.43E+5","2.24E+3"
"1.82E-10","50","6.31E+1","1.42E+5","2.95E+3"
"1.82E-10","50","5.84E+1","1.43E+5","3.61E+3"
"1.82E-10","50","5.41E+1","1.42E+5","4.02E+3"
"1.82E-10","50","5.01E+1","1.42E+5","5.88E+3"
"1.82E-10","50","4.64E+1","1.43E+5","5.32E+3"
"1.82E-10","50","4.30E+1","1.42E+5","6.40E+3"
"1.82E-10","50","3.98E+1","1.43E+5","6.83E+3"
"1.82E-10","50","3.69E+1","1.43E+5","8.21E+3"
"1.82E-10","50","3.41E+1","1.43E+5","8.73E+3"
"1.82E-10","50","3.16E+1","1.43E+5","9.72E+3"
"1.82E-10","50","2.93E+1","1.44E+5","1.10E+4"
"1.82E-10","50","2.71E+1","1.44E+5","1.21E+4"
"1.82E-10","50","2.51E+1","1.44E+5","1.31E+4"
"1.82E-10","50","2.33E+1","1.45E+5","1.43E+4"
"1.82E-10","50","2.16E+1","1.45E+5","1.59E+4"
"1.82E-10","50","2.00E+1","1.46E+5","1.72E+4"
"1.82E-10","50","1.85E+1","1.46E+5","1.87E+4"
"1.82E-10","50","1.71E+1","1.47E+5","2.04E+4"
"1.82E-10","50","1.58E+1","1.47E+5","2.19E+4"
"1.82E-10","50","1.47E+1","1.48E+5","2.35E+4"
"1.82E-10","50","1.36E+1","1.50E+5","2.53E+4"
"1.82E-10","50","1.26E+1","1.51E+5","2.73E+4"
"1.82E-10","50","1.17E+1","1.53E+5","2.90E+4"
"1.82E-10","50","1.08E+1","1.54E+5","3.12E+4"
"1.82E-10","50","1.00E+1","1.55E+5","3.29E+4"
"1.82E-10","50","9.26E+0","1.57E+5","3.49E+4"
"1.82E-10","50","8.58E+0","1.59E+5","3.71E+4"
"1.82E-10","50","7.94E+0","1.61E+5","3.88E+4"
"1.82E-10","50","7.36E+0","1.63E+5","4.12E+4"
"1.82E-10","50","6.81E+0","1.65E+5","4.31E+4"
"1.82E-10","50","6.31E+0","1.68E+5","4.53E+4"
"1.82E-10","50","5.84E+0","1.70E+5","4.70E+4"
"1.82E-10","50","5.41E+0","1.73E+5","4.85E+4"
"1.82E-10","50","5.01E+0","1.76E+5","5.06E+4"
"1.82E-10","50","4.64E+0","1.79E+5","5.25E+4"
"1.82E-10","50","4.30E+0","1.82E+5","5.36E+4"
"1.82E-10","50","3.98E+0","1.86E+5","5.64E+4"
"1.82E-10","50","3.69E+0","1.88E+5","5.75E+4"
"1.82E-10","50","3.41E+0","1.92E+5","5.88E+4"
"1.82E-10","50","3.16E+0","1.96E+5","6.02E+4"
"1.82E-10","50","2.93E+0","2.00E+5","6.26E+4"
"1.82E-10","50","2.71E+0","2.03E+5","6.37E+4"
"1.82E-10","50","2.51E+0","2.07E+5","6.45E+4"
"1.82E-10","50","2.33E+0","2.11E+5","6.47E+4"
"1.82E-10","50","2.15E+0","2.16E+5","6.64E+4"
"1.82E-10","50","2.00E+0","2.20E+5","6.85E+4"
"1.82E-10","50","1.85E+0","2.23E+5","6.98E+4"
"1.82E-10","50","1.71E+0","2.26E+5","7.05E+4"
"1.82E-10","50","1.58E+0","2.31E+5","7.05E+4"
"1.82E-10","50","1.47E+0","2.35E+5","6.99E+4"
"1.82E-10","50","1.36E+0","2.41E+5","7.12E+4"
"1.82E-10","50","1.26E+0","2.47E+5","7.29E+4"
"1.82E-10","50","1.17E+0","2.50E+5","7.51E+4"
"1.82E-10","50","1.08E+0","2.52E+5","7.50E+4"
"1.82E-10","50","1.00E+0","2.56E+5","7.53E+4"
"1.82E-10","60","1.00E+6","3.90E+3","1.21E+4"
"1.82E-10","60","9.26E+5","4.41E+3","1.29E+4"
"1.82E-10","60","8.58E+5","4.96E+3","1.36E+4"
"1.82E-10","60","7.94E+5","5.56E+3","1.43E+4"
"1.82E-10","60","7.36E+5","6.25E+3","1.50E+4"
"1.82E-10","60","6.81E+5","7.04E+3","1.58E+4"
"1.82E-10","60","6.31E+5","7.78E+3","1.65E+4"
"1.82E-10","60","5.84E+5","8.68E+3","1.73E+4"
"1.82E-10","60","5.41E+5","9.67E+3","1.81E+4"
"1.82E-10","60","5.01E+5","1.07E+4","1.85E+4"
"1.82E-10","60","4.64E+5","1.16E+4","1.93E+4"
"1.82E-10","60","4.30E+5","1.27E+4","2.00E+4"
"1.82E-10","60","3.98E+5","1.38E+4","2.05E+4"
"1.82E-10","60","3.69E+5","1.49E+4","2.11E+4"
"1.82E-10","60","3.41E+5","1.60E+4","2.17E+4"
"1.82E-10","60","3.16E+5","1.73E+4","2.21E+4"
"1.82E-10","60","2.93E+5","1.85E+4","2.27E+4"
"1.82E-10","60","2.71E+5","1.98E+4","2.31E+4"
"1.82E-10","60","2.51E+5","2.10E+4","2.35E+4"
"1.82E-10","60","2.33E+5","2.22E+4","2.39E+4"
"1.82E-10","60","2.15E+5","2.35E+4","2.43E+4"
"1.82E-10","60","2.00E+5","2.48E+4","2.46E+4"
"1.82E-10","60","1.85E+5","2.59E+4","2.49E+4"
"1.82E-10","60","1.71E+5","2.72E+4","2.53E+4"
"1.82E-10","60","1.58E+5","2.85E+4","2.55E+4"
"1.82E-10","60","1.47E+5","2.99E+4","2.57E+4"
"1.82E-10","60","1.36E+5","3.08E+4","2.60E+4"
"1.82E-10","60","1.26E+5","3.23E+4","2.64E+4"
"1.82E-10","60","1.17E+5","3.35E+4","2.67E+4"
"1.82E-10","60","1.08E+5","3.48E+4","2.69E+4"
"1.82E-10","60","1.00E+5","3.61E+4","2.74E+4"
"1.82E-10","60","9.26E+4","3.71E+4","2.77E+4"
"1.82E-10","60","8.58E+4","3.85E+4","2.80E+4"
"1.82E-10","60","7.94E+4","3.98E+4","2.83E+4"
"1.82E-10","60","7.36E+4","4.10E+4","2.88E+4"
"1.82E-10","60","6.81E+4","4.18E+4","2.94E+4"
"1.82E-10","60","6.31E+4","4.30E+4","2.99E+4"
"1.82E-10","60","5.84E+4","4.42E+4","3.02E+4"
"1.82E-10","60","5.41E+4","4.59E+4","3.06E+4"
"1.82E-10","60","5.01E+4","4.71E+4","3.13E+4"
"1.82E-10","60","4.64E+4","4.86E+4","3.17E+4"
"1.82E-10","60","4.30E+4","5.00E+4","3.22E+4"
"1.82E-10","60","3.98E+4","5.16E+4","3.29E+4"
"1.82E-10","60","3.69E+4","5.31E+4","3.34E+4"
"1.82E-10","60","3.41E+4","5.46E+4","3.39E+4"
"1.82E-10","60","3.16E+4","5.61E+4","3.48E+4"
"1.82E-10","60","2.93E+4","5.79E+4","3.52E+4"
"1.82E-10","60","2.71E+4","5.96E+4","3.58E+4"
"1.82E-10","60","2.51E+4","6.16E+4","3.65E+4"
"1.82E-10","60","2.33E+4","6.34E+4","3.72E+4"
"1.82E-10","60","2.15E+4","6.55E+4","3.77E+4"
"1.82E-10","60","1.99E+4","6.71E+4","3.88E+4"
"1.82E-10","60","1.85E+4","6.92E+4","3.92E+4"
"1.82E-10","60","1.71E+4","7.20E+4","3.98E+4"
"1.82E-10","60","1.58E+4","7.42E+4","4.02E+4"
"1.82E-10","60","1.47E+4","7.64E+4","4.08E+4"
"1.82E-10","60","1.36E+4","7.86E+4","4.13E+4"
"1.82E-10","60","1.26E+4","8.10E+4","4.16E+4"
"1.82E-10","60","1.17E+4","8.38E+4","4.14E+4"
"1.82E-10","60","1.08E+4","8.67E+4","4.18E+4"
"1.82E-10","60","1.00E+4","8.95E+4","4.16E+4"
"1.82E-10","60","9.26E+3","9.18E+4","4.18E+4"
"1.82E-10","60","8.57E+3","9.47E+4","4.15E+4"
"1.82E-10","60","7.94E+3","9.78E+4","4.08E+4"
"1.82E-10","60","7.35E+3","1.00E+5","4.04E+4"
"1.82E-10","60","6.81E+3","1.03E+5","3.95E+4"
"1.82E-10","60","6.31E+3","1.06E+5","3.91E+4"
"1.82E-10","60","5.84E+3","1.08E+5","3.83E+4"
"1.82E-10","60","5.41E+3","1.10E+5","3.72E+4"
"1.82E-10","60","5.01E+3","1.13E+5","3.60E+4"
"1.82E-10","60","4.64E+3","1.15E+5","3.46E+4"
"1.82E-10","60","4.30E+3","1.17E+5","3.36E+4"
"1.82E-10","60","3.98E+3","1.19E+5","3.23E+4"
"1.82E-10","60","3.69E+3","1.21E+5","3.10E+4"
"1.82E-10","60","3.42E+3","1.22E+5","3.01E+4"
"1.82E-10","60","3.16E+3","1.24E+5","2.84E+4"
"1.82E-10","60","2.93E+3","1.25E+5","2.73E+4"
"1.82E-10","60","2.71E+3","1.27E+5","2.60E+4"
"1.82E-10","60","2.51E+3","1.28E+5","2.45E+4"
"1.82E-10","60","2.33E+3","1.29E+5","2.31E+4"
"1.82E-10","60","2.15E+3","1.30E+5","2.20E+4"
"1.82E-10","60","2.00E+3","1.31E+5","2.08E+4"
"1.82E-10","60","1.85E+3","1.32E+5","1.98E+4"
"1.82E-10","60","1.71E+3","1.33E+5","1.84E+4"
"1.82E-10","60","1.58E+3","1.34E+5","1.74E+4"
"1.82E-10","60","1.47E+3","1.35E+5","1.62E+4"
"1.82E-10","60","1.36E+3","1.35E+5","1.51E+4"
"1.82E-10","60","1.26E+3","1.36E+5","1.41E+4"
"1.82E-10","60","1.17E+3","1.37E+5","1.32E+4"
"1.82E-10","60","1.08E+3","1.37E+5","1.23E+4"
"1.82E-10","60","1.00E+3","1.37E+5","1.16E+4"
"1.82E-10","60","9.26E+2","1.38E+5","1.06E+4"
"1.82E-10","60","8.58E+2","1.38E+5","9.72E+3"
"1.82E-10","60","7.94E+2","1.38E+5","9.18E+3"
"1.82E-10","60","7.36E+2","1.39E+5","8.58E+3"
"1.82E-10","60","6.81E+2","1.39E+5","7.67E+3"
"1.82E-10","60","6.31E+2","1.39E+5","7.19E+3"
"1.82E-10","60","5.84E+2","1.39E+5","6.39E+3"
"1.82E-10","60","5.41E+2","1.39E+5","5.80E+3"
"1.82E-10","60","5.01E+2","1.39E+5","5.42E+3"
"1.82E-10","60","4.64E+2","1.40E+5","4.97E+3"
"1.82E-10","60","4.30E+2","1.40E+5","4.67E+3"
"1.82E-10","60","3.98E+2","1.40E+5","4.53E+3"
"1.82E-10","60","3.69E+2","1.40E+5","3.98E+3"
"1.82E-10","60","3.41E+2","1.40E+5","3.68E+3"
"1.82E-10","60","3.16E+2","1.40E+5","3.39E+3"
"1.82E-10","60","2.93E+2","1.40E+5","3.37E+3"
"1.82E-10","60","2.71E+2","1.40E+5","3.20E+3"
"1.82E-10","60","2.51E+2","1.40E+5","3.14E+3"
"1.82E-10","60","2.33E+2","1.40E+5","3.25E+3"
"1.82E-10","60","2.15E+2","1.40E+5","3.19E+3"
"1.82E-10","60","2.00E+2","1.40E+5","3.11E+3"
"1.82E-10","60","1.85E+2","1.40E+5","3.49E+3"
"1.82E-10","60","1.71E+2","1.40E+5","3.69E+3"
"1.82E-10","60","1.59E+2","1.39E+5","3.69E+3"
"1.82E-10","60","1.47E+2","1.40E+5","3.94E+3"
"1.82E-10","60","1.36E+2","1.40E+5","4.42E+3"
"1.82E-10","60","1.26E+2","1.40E+5","4.88E+3"
"1.82E-10","60","1.17E+2","1.40E+5","5.34E+3"
"1.82E-10","60","1.08E+2","1.40E+5","5.66E+3"
"1.82E-10","60","1.00E+2","1.40E+5","6.25E+3"
"1.82E-10","60","9.26E+1","1.40E+5","6.51E+3"
"1.82E-10","60","8.58E+1","1.41E+5","7.17E+3"
"1.82E-10","60","7.94E+1","1.41E+5","7.96E+3"
"1.82E-10","60","7.36E+1","1.41E+5","8.41E+3"
"1.82E-10","60","6.81E+1","1.41E+5","9.38E+3"
"1.82E-10","60","6.31E+1","1.42E+5","9.66E+3"
"1.82E-10","60","5.84E+1","1.42E+5","1.06E+4"
"1.82E-10","60","5.41E+1","1.43E+5","1.10E+4"
"1.82E-10","60","5.01E+1","1.44E+5","1.35E+4"
"1.82E-10","60","4.64E+1","1.44E+5","1.25E+4"
"1.82E-10","60","4.30E+1","1.44E+5","1.39E+4"
"1.82E-10","60","3.98E+1","1.45E+5","1.46E+4"
"1.82E-10","60","3.69E+1","1.46E+5","1.56E+4"
"1.82E-10","60","3.41E+1","1.46E+5","1.65E+4"
"1.82E-10","60","3.16E+1","1.47E+5","1.75E+4"
"1.82E-10","60","2.93E+1","1.48E+5","1.86E+4"
"1.82E-10","60","2.71E+1","1.48E+5","1.97E+4"
"1.82E-10","60","2.51E+1","1.49E+5","2.09E+4"
"1.82E-10","60","2.33E+1","1.50E+5","2.20E+4"
"1.82E-10","60","2.16E+1","1.52E+5","2.35E+4"
"1.82E-10","60","2.00E+1","1.52E+5","2.51E+4"
"1.82E-10","60","1.85E+1","1.54E+5","2.61E+4"
"1.82E-10","60","1.71E+1","1.55E+5","2.75E+4"
"1.82E-10","60","1.58E+1","1.56E+5","2.94E+4"
"1.82E-10","60","1.47E+1","1.58E+5","3.03E+4"
"1.82E-10","60","1.36E+1","1.59E+5","3.20E+4"
"1.82E-10","60","1.26E+1","1.61E+5","3.34E+4"
"1.82E-10","60","1.17E+1","1.63E+5","3.49E+4"
"1.82E-10","60","1.08E+1","1.65E+5","3.64E+4"
"1.82E-10","60","1.00E+1","1.67E+5","3.77E+4"
"1.82E-10","60","9.26E+0","1.69E+5","3.91E+4"
"1.82E-10","60","8.58E+0","1.71E+5","4.05E+4"
"1.82E-10","60","7.94E+0","1.74E+5","4.21E+4"
"1.82E-10","60","7.36E+0","1.76E+5","4.36E+4"
"1.82E-10","60","6.81E+0","1.78E+5","4.45E+4"
"1.82E-10","60","6.31E+0","1.81E+5","4.59E+4"
"1.82E-10","60","5.84E+0","1.84E+5","4.65E+4"
"1.82E-10","60","5.41E+0","1.87E+5","4.84E+4"
"1.82E-10","60","5.01E+0","1.89E+5","4.91E+4"
"1.82E-10","60","4.64E+0","1.92E+5","4.98E+4"
"1.82E-10","60","4.30E+0","1.95E+5","5.16E+4"
"1.82E-10","60","3.98E+0","1.98E+5","5.24E+4"
"1.82E-10","60","3.69E+0","2.01E+5","5.26E+4"
"1.82E-10","60","3.41E+0","2.05E+5","5.33E+4"
"1.82E-10","60","3.16E+0","2.07E+5","5.53E+4"
"1.82E-10","60","2.93E+0","2.10E+5","5.57E+4"
"1.82E-10","60","2.71E+0","2.13E+5","5.61E+4"
"1.82E-10","60","2.51E+0","2.16E+5","5.63E+4"
"1.82E-10","60","2.33E+0","2.20E+5","5.71E+4"
"1.82E-10","60","2.15E+0","2.23E+5","5.93E+4"
"1.82E-10","60","2.00E+0","2.26E+5","5.93E+4"
"1.82E-10","60","1.85E+0","2.28E+5","5.95E+4"
"1.82E-10","60","1.71E+0","2.32E+5","5.97E+4"
"1.82E-10","60","1.58E+0","2.36E+5","5.94E+4"
"1.82E-10","60","1.47E+0","2.40E+5","6.08E+4"
"1.82E-10","60","1.36E+0","2.44E+5","6.28E+4"
"1.82E-10","60","1.26E+0","2.46E+5","6.41E+4"
"1.82E-10","60","1.17E+0","2.49E+5","6.38E+4"
"1.82E-10","60","1.08E+0","2.52E+5","6.33E+4"
"1.82E-10","60","1.00E+0","2.55E+5","6.27E+4"
"1.82E-10","70","1.00E+6","4.35E+3","1.17E+4"
"1.82E-10","70","9.26E+5","4.86E+3","1.23E+4"
"1.82E-10","70","8.58E+5","5.55E+3","1.28E+4"
"1.82E-10","70","7.94E+5","6.08E+3","1.35E+4"
"1.82E-10","70","7.36E+5","6.79E+3","1.41E+4"
"1.82E-10","70","6.81E+5","7.50E+3","1.48E+4"
"1.82E-10","70","6.31E+5","8.27E+3","1.53E+4"
"1.82E-10","70","5.84E+5","9.01E+3","1.60E+4"
"1.82E-10","70","5.41E+5","9.99E+3","1.65E+4"
"1.82E-10","70","5.01E+5","1.09E+4","1.70E+4"
"1.82E-10","70","4.64E+5","1.18E+4","1.75E+4"
"1.82E-10","70","4.30E+5","1.29E+4","1.81E+4"
"1.82E-10","70","3.98E+5","1.37E+4","1.85E+4"
"1.82E-10","70","3.69E+5","1.47E+4","1.89E+4"
"1.82E-10","70","3.41E+5","1.59E+4","1.93E+4"
"1.82E-10","70","3.16E+5","1.68E+4","1.96E+4"
"1.82E-10","70","2.93E+5","1.79E+4","2.00E+4"
"1.82E-10","70","2.71E+5","1.90E+4","2.04E+4"
"1.82E-10","70","2.51E+5","1.96E+4","2.01E+4"
"1.82E-10","70","2.33E+5","2.10E+4","2.09E+4"
"1.82E-10","70","2.15E+5","2.22E+4","2.13E+4"
"1.82E-10","70","2.00E+5","2.32E+4","2.15E+4"
"1.82E-10","70","1.85E+5","2.41E+4","2.19E+4"
"1.82E-10","70","1.71E+5","2.52E+4","2.21E+4"
"1.82E-10","70","1.58E+5","2.63E+4","2.25E+4"
"1.82E-10","70","1.47E+5","2.74E+4","2.27E+4"
"1.82E-10","70","1.36E+5","2.87E+4","2.28E+4"
"1.82E-10","70","1.26E+5","2.96E+4","2.32E+4"
"1.82E-10","70","1.17E+5","3.06E+4","2.36E+4"
"1.82E-10","70","1.08E+5","3.16E+4","2.39E+4"
"1.82E-10","70","1.00E+5","3.27E+4","2.42E+4"
"1.82E-10","70","9.26E+4","3.37E+4","2.45E+4"
"1.82E-10","70","8.58E+4","3.48E+4","2.48E+4"
"1.82E-10","70","7.94E+4","3.61E+4","2.53E+4"
"1.82E-10","70","7.36E+4","3.74E+4","2.59E+4"
"1.82E-10","70","6.81E+4","3.83E+4","2.61E+4"
"1.82E-10","70","6.31E+4","3.95E+4","2.65E+4"
"1.82E-10","70","5.84E+4","4.05E+4","2.70E+4"
"1.82E-10","70","5.41E+4","4.14E+4","2.77E+4"
"1.82E-10","70","5.01E+4","4.25E+4","2.81E+4"
"1.82E-10","70","4.64E+4","4.38E+4","2.87E+4"
"1.82E-10","70","4.30E+4","4.52E+4","2.94E+4"
"1.82E-10","70","3.98E+4","4.66E+4","3.01E+4"
"1.82E-10","70","3.69E+4","4.81E+4","3.06E+4"
"1.82E-10","70","3.41E+4","4.93E+4","3.11E+4"
"1.82E-10","70","3.16E+4","5.10E+4","3.17E+4"
"1.82E-10","70","2.93E+4","5.26E+4","3.22E+4"
"1.82E-10","70","2.71E+4","5.42E+4","3.30E+4"
"1.82E-10","70","2.51E+4","5.60E+4","3.35E+4"
"1.82E-10","70","2.33E+4","5.76E+4","3.40E+4"
"1.82E-10","70","2.15E+4","5.96E+4","3.48E+4"
"1.82E-10","70","1.99E+4","6.14E+4","3.55E+4"
"1.82E-10","70","1.85E+4","6.35E+4","3.60E+4"
"1.82E-10","70","1.71E+4","6.57E+4","3.64E+4"
"1.82E-10","70","1.58E+4","6.77E+4","3.71E+4"
"1.82E-10","70","1.47E+4","7.01E+4","3.72E+4"
"1.82E-10","70","1.36E+4","7.21E+4","3.77E+4"
"1.82E-10","70","1.26E+4","7.45E+4","3.78E+4"
"1.82E-10","70","1.17E+4","7.70E+4","3.77E+4"
"1.82E-10","70","1.08E+4","7.95E+4","3.78E+4"
"1.82E-10","70","1.00E+4","8.21E+4","3.75E+4"
"1.82E-10","70","9.26E+3","8.42E+4","3.72E+4"
"1.82E-10","70","8.57E+3","8.69E+4","3.71E+4"
"1.82E-10","70","7.94E+3","8.96E+4","3.61E+4"
"1.82E-10","70","7.35E+3","9.18E+4","3.58E+4"
"1.82E-10","70","6.81E+3","9.42E+4","3.51E+4"
"1.82E-10","70","6.31E+3","9.63E+4","3.42E+4"
"1.82E-10","70","5.84E+3","9.83E+4","3.34E+4"
"1.82E-10","70","5.41E+3","1.00E+5","3.21E+4"
"1.82E-10","70","5.01E+3","1.02E+5","3.12E+4"
"1.82E-10","70","4.64E+3","1.04E+5","3.04E+4"
"1.82E-10","70","4.30E+3","1.06E+5","2.92E+4"
"1.82E-10","70","3.98E+3","1.07E+5","2.81E+4"
"1.82E-10","70","3.69E+3","1.09E+5","2.69E+4"
"1.82E-10","70","3.42E+3","1.10E+5","2.58E+4"
"1.82E-10","70","3.16E+3","1.12E+5","2.47E+4"
"1.82E-10","70","2.93E+3","1.13E+5","2.33E+4"
"1.82E-10","70","2.71E+3","1.14E+5","2.23E+4"
"1.82E-10","70","2.51E+3","1.15E+5","2.12E+4"
"1.82E-10","70","2.33E+3","1.16E+5","2.01E+4"
"1.82E-10","70","2.15E+3","1.17E+5","1.89E+4"
"1.82E-10","70","2.00E+3","1.18E+5","1.77E+4"
"1.82E-10","70","1.85E+3","1.19E+5","1.71E+4"
"1.82E-10","70","1.71E+3","1.20E+5","1.61E+4"
"1.82E-10","70","1.58E+3","1.20E+5","1.52E+4"
"1.82E-10","70","1.47E+3","1.21E+5","1.42E+4"
"1.82E-10","70","1.36E+3","1.21E+5","1.37E+4"
"1.82E-10","70","1.26E+3","1.22E+5","1.26E+4"
"1.82E-10","70","1.17E+3","1.22E+5","1.19E+4"
"1.82E-10","70","1.08E+3","1.23E+5","1.12E+4"
"1.82E-10","70","1.00E+3","1.23E+5","1.06E+4"
"1.82E-10","70","9.26E+2","1.23E+5","9.92E+3"
"1.82E-10","70","8.58E+2","1.24E+5","9.45E+3"
